claim_id;ticket_id;claim_timestamp;claim_channel;claim_reason;claim_sequence
7728;43710;2025-08-13 10:31:15;Email;Issue not solved;1
7729;43728;2025-08-13 17:34:18;Email;Ticket taking too long;1
7730;43733;2025-08-13 20:44:24;Portal;Service still unavailable;1
7731;43763;2025-08-16 00:14:26;Phone;Ticket taking too long;1
7732;43766;2025-08-16 10:41:51;Portal;Urgency increased by user;1
7733;43766;2025-08-15 13:44:51;Phone;No update provided;2
7734;43767;2025-08-14 13:14:32;Portal;Urgency increased by user;1
7735;43767;2025-08-14 23:25:32;Portal;Urgency increased by user;2
7736;43767;2025-08-15 09:42:32;Email;Service still unavailable;3
7737;43775;2025-08-14 08:58:17;Portal;Issue not solved;1
7738;43775;2025-08-14 00:03:17;Portal;Issue not solved;2
7739;43787;2025-08-14 06:20:54;Email;Ticket taking too long;1
7740;43793;2025-08-13 18:36:26;Portal;Service still unavailable;1
7741;43793;2025-08-13 16:13:26;Email;Ticket taking too long;2
7742;43808;2025-08-14 09:58:02;Portal;No update provided;1
7743;43808;2025-08-14 03:47:02;Email;No update provided;2
7744;43818;2025-08-15 16:15:57;Phone;Issue not solved;1
7745;43837;2025-08-13 17:50:14;Phone;Urgency increased by user;1
7746;43844;2025-08-13 13:36:50;Portal;No update provided;1
7747;43844;2025-08-13 13:06:50;Phone;No update provided;2
7748;43844;2025-08-14 04:14:50;Portal;Issue not solved;3
7749;43847;2025-08-13 12:24:47;Portal;No update provided;1
7750;43849;2025-08-14 07:53:02;Portal;Urgency increased by user;1
7751;43858;2025-08-13 11:15:01;Email;Issue not solved;1
7752;43858;2025-08-16 00:46:01;Phone;Service still unavailable;2
7753;43858;2025-08-16 06:38:01;Phone;Service still unavailable;3
7754;43873;2025-08-15 19:07:52;Portal;Urgency increased by user;1
7755;43873;2025-08-15 11:51:52;Portal;Issue not solved;2
7756;43880;2025-08-14 10:25:34;Email;Ticket taking too long;1
7757;43880;2025-08-15 17:21:34;Phone;Urgency increased by user;2
7758;43882;2025-08-16 01:59:11;Phone;No update provided;1
7759;43891;2025-08-16 05:05:10;Portal;Issue not solved;1
7760;43892;2025-08-14 22:25:42;Phone;Urgency increased by user;1
7761;43894;2025-08-14 16:12:44;Phone;Urgency increased by user;1
7762;43894;2025-08-14 22:51:44;Email;Issue not solved;2
7763;43895;2025-08-14 22:32:41;Portal;Urgency increased by user;1
7764;43897;2025-08-17 21:09:32;Portal;Ticket taking too long;1
7765;43961;2025-08-14 21:00:18;Portal;Ticket taking too long;1
7766;43961;2025-08-14 11:40:18;Phone;Service still unavailable;2
7767;43961;2025-08-14 15:01:18;Phone;No update provided;3
7768;43963;2025-08-15 09:43:14;Portal;Urgency increased by user;1
7769;43963;2025-08-15 02:20:14;Phone;Service still unavailable;2
7770;43980;2025-08-15 00:26:38;Phone;No update provided;1
7771;43984;2025-08-15 08:41:50;Phone;Issue not solved;1
7772;43984;2025-08-14 20:19:50;Portal;Ticket taking too long;2
7773;43999;2025-08-15 03:21:39;Phone;Urgency increased by user;1
7774;44009;2025-08-15 17:02:39;Portal;Service still unavailable;1
7775;44026;2025-08-17 08:06:30;Phone;Urgency increased by user;1
7776;44041;2025-08-14 20:02:11;Email;No update provided;1
7777;44051;2025-08-17 04:34:44;Email;Issue not solved;1
7778;44070;2025-08-16 11:57:49;Portal;No update provided;1
7779;44096;2025-08-15 23:43:41;Portal;Ticket taking too long;1
7780;44101;2025-08-16 09:25:21;Phone;Service still unavailable;1
7781;44101;2025-08-17 04:09:21;Phone;Ticket taking too long;2
7782;44103;2025-08-16 02:52:41;Portal;No update provided;1
7783;44116;2025-08-16 00:17:42;Phone;Service still unavailable;1
7784;44118;2025-08-16 10:50:59;Portal;Urgency increased by user;1
7785;44128;2025-08-17 04:56:37;Email;Service still unavailable;1
7786;44140;2025-08-16 09:55:39;Email;Ticket taking too long;1
7787;44140;2025-08-17 00:58:39;Phone;Ticket taking too long;2
7788;44148;2025-08-16 06:39:02;Email;Service still unavailable;1
7789;44148;2025-08-16 11:33:02;Phone;No update provided;2
7790;44153;2025-08-16 04:51:06;Email;Ticket taking too long;1
7791;44155;2025-08-16 16:54:39;Phone;Issue not solved;1
7792;44166;2025-08-17 05:18:20;Portal;Ticket taking too long;1
7793;44166;2025-08-17 06:52:20;Portal;Ticket taking too long;2
7794;44174;2025-08-17 00:21:04;Phone;Urgency increased by user;1
7795;44180;2025-08-15 15:45:59;Email;Issue not solved;1
7796;44181;2025-08-16 07:02:25;Phone;Ticket taking too long;1
7797;44181;2025-08-15 20:52:25;Portal;No update provided;2
7798;44181;2025-08-17 00:31:25;Phone;Ticket taking too long;3
7799;44189;2025-08-18 18:22:01;Phone;Issue not solved;1
7800;44211;2025-08-18 12:19:47;Email;Urgency increased by user;1
7801;44211;2025-08-16 06:24:47;Email;Urgency increased by user;2
7802;44211;2025-08-17 01:14:47;Email;Service still unavailable;3
7803;44242;2025-08-18 04:42:25;Phone;Issue not solved;1
7804;44243;2025-08-15 21:56:30;Portal;Ticket taking too long;1
7805;44243;2025-08-16 10:38:30;Phone;Issue not solved;2
7806;44246;2025-08-16 16:58:35;Email;Ticket taking too long;1
7807;44254;2025-08-17 06:36:06;Email;Ticket taking too long;1
7808;44256;2025-08-18 11:55:49;Portal;No update provided;1
7809;44260;2025-08-17 04:19:11;Email;Service still unavailable;1
7810;44275;2025-08-18 16:53:35;Email;Urgency increased by user;1
7811;44280;2025-08-16 15:54:51;Phone;Service still unavailable;1
7812;44282;2025-08-17 00:26:33;Email;Issue not solved;1
7813;44282;2025-08-18 12:25:33;Email;Urgency increased by user;2
7814;44310;2025-08-16 15:38:22;Email;Service still unavailable;1
7815;44317;2025-08-16 16:33:31;Email;No update provided;1
7816;44317;2025-08-16 23:53:31;Phone;No update provided;2
7817;44317;2025-08-16 12:49:31;Phone;No update provided;3
7818;44318;2025-08-18 17:16:41;Phone;Ticket taking too long;1
7819;44322;2025-08-18 23:41:15;Email;Urgency increased by user;1
7820;44322;2025-08-18 20:34:15;Portal;Urgency increased by user;2
7821;44324;2025-08-18 00:56:05;Email;Service still unavailable;1
7822;44324;2025-08-17 05:54:05;Portal;Service still unavailable;2
7823;44330;2025-08-16 11:23:57;Portal;Urgency increased by user;1
7824;44330;2025-08-16 16:47:57;Portal;Ticket taking too long;2
7825;44330;2025-08-16 19:43:57;Phone;Service still unavailable;3
7826;44335;2025-08-17 01:37:27;Email;Urgency increased by user;1
7827;44343;2025-08-16 13:10:14;Email;Urgency increased by user;1
7828;44353;2025-08-19 06:24:58;Portal;Issue not solved;1
7829;44353;2025-08-18 08:37:58;Portal;Service still unavailable;2
7830;44363;2025-08-16 20:05:38;Portal;Urgency increased by user;1
7831;44395;2025-08-19 05:54:44;Phone;Service still unavailable;1
7832;44399;2025-08-19 05:49:15;Portal;Urgency increased by user;1
7833;44399;2025-08-18 01:40:15;Email;Issue not solved;2
7834;44400;2025-08-18 12:16:13;Phone;No update provided;1
7835;44403;2025-08-17 12:02:16;Email;Issue not solved;1
7836;44403;2025-08-17 01:21:16;Email;Issue not solved;2
7837;44403;2025-08-16 16:52:16;Email;Ticket taking too long;3
7838;44406;2025-08-17 21:17:49;Phone;Service still unavailable;1
7839;44409;2025-08-16 22:49:49;Email;Issue not solved;1
7840;44412;2025-08-17 10:15:05;Phone;Issue not solved;1
7841;44414;2025-08-17 11:40:26;Email;Issue not solved;1
7842;44414;2025-08-17 03:48:26;Portal;Service still unavailable;2
7843;44414;2025-08-17 07:38:26;Email;Service still unavailable;3
7844;44422;2025-08-18 12:24:57;Phone;Urgency increased by user;1
7845;44424;2025-08-18 18:15:57;Portal;Ticket taking too long;1
7846;44432;2025-08-18 13:13:37;Email;Issue not solved;1
7847;44465;2025-08-17 16:51:15;Email;Urgency increased by user;1
7848;44472;2025-08-17 12:21:54;Email;Service still unavailable;1
7849;44473;2025-08-17 22:14:13;Email;No update provided;1
7850;44473;2025-08-18 21:51:13;Phone;Issue not solved;2
7851;44473;2025-08-18 01:42:13;Phone;Issue not solved;3
7852;44474;2025-08-19 11:42:12;Phone;Ticket taking too long;1
7853;44478;2025-08-18 16:47:25;Email;Issue not solved;1
7854;44511;2025-08-19 03:45:40;Email;Urgency increased by user;1
7855;44513;2025-08-18 06:07:23;Phone;No update provided;1
7856;44515;2025-08-18 12:14:16;Portal;Urgency increased by user;1
7857;44515;2025-08-17 21:42:16;Phone;Service still unavailable;2
7858;44515;2025-08-20 05:16:16;Portal;No update provided;3
7859;44515;2025-08-17 15:29:16;Email;Issue not solved;4
7860;44545;2025-08-17 20:16:01;Email;Ticket taking too long;1
7861;44545;2025-08-18 18:39:01;Phone;Issue not solved;2
7862;44548;2025-08-17 15:45:39;Email;No update provided;1
7863;44559;2025-08-18 03:48:22;Phone;Ticket taking too long;1
7864;44567;2025-08-17 18:39:32;Portal;Service still unavailable;1
7865;44584;2025-08-19 23:38:18;Portal;Ticket taking too long;1
7866;44584;2025-08-19 10:12:18;Email;Urgency increased by user;2
7867;44599;2025-08-18 13:05:08;Email;Ticket taking too long;1
7868;44610;2025-08-20 03:44:04;Portal;Service still unavailable;1
7869;44610;2025-08-20 21:28:04;Email;Service still unavailable;2
7870;44610;2025-08-19 06:21:04;Phone;Service still unavailable;3
7871;44610;2025-08-19 20:12:04;Portal;Urgency increased by user;4
7872;44626;2025-08-19 03:34:44;Phone;Issue not solved;1
7873;44630;2025-08-19 04:55:44;Phone;Issue not solved;1
7874;44630;2025-08-19 00:33:44;Portal;Issue not solved;2
7875;44631;2025-08-18 15:48:21;Phone;Service still unavailable;1
7876;44631;2025-08-19 21:51:21;Phone;Urgency increased by user;2
7877;44631;2025-08-20 19:44:21;Phone;Service still unavailable;3
7878;44640;2025-08-18 19:55:58;Portal;Issue not solved;1
7879;44660;2025-08-19 06:56:00;Portal;Issue not solved;1
7880;44677;2025-08-18 17:43:00;Email;Issue not solved;1
7881;44679;2025-08-19 04:57:29;Phone;Ticket taking too long;1
7882;44679;2025-08-21 08:30:29;Phone;Issue not solved;2
7883;44679;2025-08-20 09:24:29;Portal;No update provided;3
7884;44695;2025-08-18 16:02:04;Email;Urgency increased by user;1
7885;44699;2025-08-19 22:09:38;Email;Service still unavailable;1
7886;44702;2025-08-18 11:58:04;Email;Service still unavailable;1
7887;44702;2025-08-18 11:26:04;Email;No update provided;2
7888;44702;2025-08-18 11:47:04;Email;Service still unavailable;3
7889;44705;2025-08-18 20:19:20;Email;Issue not solved;1
7890;44713;2025-08-18 15:15:15;Phone;Issue not solved;1
7891;44713;2025-08-18 22:54:15;Portal;Issue not solved;2
7892;44713;2025-08-19 12:02:15;Portal;Ticket taking too long;3
7893;44724;2025-08-19 01:10:49;Portal;No update provided;1
7894;44734;2025-08-18 16:00:16;Phone;No update provided;1
7895;44750;2025-08-18 21:56:19;Phone;Issue not solved;1
7896;44774;2025-08-19 23:37:44;Phone;Ticket taking too long;1
7897;44774;2025-08-19 19:55:44;Email;No update provided;2
7898;44792;2025-08-20 21:06:07;Email;Urgency increased by user;1
7899;44802;2025-08-20 17:53:47;Phone;Service still unavailable;1
7900;44804;2025-08-23 22:58:36;Portal;No update provided;1
7901;44804;2025-08-23 23:47:36;Phone;Issue not solved;2
7902;44812;2025-08-21 12:47:18;Email;Issue not solved;1
7903;44812;2025-08-20 15:22:18;Portal;Issue not solved;2
7904;44812;2025-08-19 19:38:18;Portal;No update provided;3
7905;44812;2025-08-20 22:29:18;Phone;Issue not solved;4
7906;44813;2025-08-20 00:13:51;Email;Ticket taking too long;1
7907;44818;2025-08-20 21:29:22;Portal;Issue not solved;1
7908;44822;2025-08-20 00:00:58;Phone;Ticket taking too long;1
7909;44822;2025-08-20 12:49:58;Portal;Urgency increased by user;2
7910;44822;2025-08-20 11:18:58;Phone;Ticket taking too long;3
7911;44823;2025-08-22 07:35:00;Phone;No update provided;1
7912;44823;2025-08-20 03:03:00;Portal;No update provided;2
7913;44836;2025-08-19 10:03:52;Phone;Service still unavailable;1
7914;44836;2025-08-19 09:52:52;Phone;Urgency increased by user;2
7915;44836;2025-08-19 10:06:52;Phone;Service still unavailable;3
7916;44848;2025-08-19 10:48:57;Phone;Service still unavailable;1
7917;44864;2025-08-21 16:36:08;Email;Ticket taking too long;1
7918;44869;2025-08-21 19:38:51;Email;Service still unavailable;1
7919;44887;2025-08-22 04:24:06;Email;Urgency increased by user;1
7920;44899;2025-08-21 19:04:59;Portal;Service still unavailable;1
7921;44908;2025-08-20 19:31:11;Email;Urgency increased by user;1
7922;44908;2025-08-21 07:23:11;Phone;No update provided;2
7923;44908;2025-08-20 02:21:11;Email;Ticket taking too long;3
7924;44917;2025-08-21 23:26:41;Phone;Issue not solved;1
7925;44917;2025-08-19 16:25:41;Phone;Issue not solved;2
7926;44920;2025-08-19 11:45:23;Portal;No update provided;1
7927;44937;2025-08-20 18:13:26;Email;Urgency increased by user;1
7928;44948;2025-08-20 12:13:16;Portal;Service still unavailable;1
7929;44948;2025-08-19 22:01:16;Phone;Urgency increased by user;2
7930;44961;2025-08-21 10:43:58;Portal;Service still unavailable;1
7931;44970;2025-08-22 07:44:39;Portal;Urgency increased by user;1
7932;44978;2025-08-19 18:49:00;Email;No update provided;1
7933;44983;2025-08-21 05:31:32;Phone;Urgency increased by user;1
7934;44997;2025-08-20 13:14:53;Email;No update provided;1
7935;45010;2025-08-21 22:27:36;Email;Ticket taking too long;1
7936;45034;2025-08-21 00:46:46;Email;No update provided;1
7937;45044;2025-08-23 06:54:17;Phone;No update provided;1
7938;45052;2025-08-21 09:27:58;Email;Urgency increased by user;1
7939;45054;2025-08-21 18:57:27;Portal;Urgency increased by user;1
7940;45065;2025-08-21 12:11:58;Email;No update provided;1
7941;45080;2025-08-21 06:17:51;Email;No update provided;1
7942;45080;2025-08-22 08:01:51;Portal;Urgency increased by user;2
7943;45080;2025-08-21 01:19:51;Email;Urgency increased by user;3
7944;45091;2025-08-22 18:47:46;Email;Urgency increased by user;1
7945;45115;2025-08-20 16:55:50;Portal;Issue not solved;1
7946;45119;2025-08-20 15:10:52;Portal;Issue not solved;1
7947;45120;2025-08-22 19:38:42;Phone;No update provided;1
7948;45120;2025-08-23 10:05:42;Portal;Urgency increased by user;2
7949;45126;2025-08-22 04:31:58;Email;Ticket taking too long;1
7950;45137;2025-08-21 05:32:40;Phone;Service still unavailable;1
7951;45140;2025-08-20 22:13:15;Phone;Ticket taking too long;1
7952;45140;2025-08-21 19:46:15;Portal;Urgency increased by user;2
7953;45140;2025-08-22 11:08:15;Email;Urgency increased by user;3
7954;45144;2025-08-21 00:51:54;Portal;Service still unavailable;1
7955;45148;2025-08-20 17:32:28;Portal;Service still unavailable;1
7956;45148;2025-08-20 13:43:28;Phone;Urgency increased by user;2
7957;45154;2025-08-21 07:54:50;Portal;No update provided;1
7958;45159;2025-08-21 04:09:25;Portal;Issue not solved;1
7959;45162;2025-08-20 20:22:46;Email;No update provided;1
7960;45162;2025-08-20 23:00:46;Portal;Ticket taking too long;2
7961;45173;2025-08-21 06:00:03;Portal;Urgency increased by user;1
7962;45187;2025-08-22 21:14:02;Phone;Urgency increased by user;1
7963;45203;2025-08-21 13:30:40;Email;Service still unavailable;1
7964;45206;2025-08-21 19:54:57;Phone;Issue not solved;1
7965;45209;2025-08-21 15:50:09;Email;Issue not solved;1
7966;45209;2025-08-21 17:23:09;Portal;Service still unavailable;2
7967;45209;2025-08-21 15:56:09;Portal;Service still unavailable;3
7968;45215;2025-08-22 06:55:14;Phone;Ticket taking too long;1
7969;45223;2025-08-21 16:23:51;Email;Service still unavailable;1
7970;45227;2025-08-21 18:20:24;Phone;No update provided;1
7971;45229;2025-08-21 12:30:59;Phone;Issue not solved;1
7972;45235;2025-08-21 21:23:22;Portal;Service still unavailable;1
7973;45235;2025-08-21 23:50:22;Email;Ticket taking too long;2
7974;45235;2025-08-22 17:13:22;Email;Ticket taking too long;3
7975;45269;2025-08-22 02:04:51;Email;Issue not solved;1
7976;45304;2025-08-22 00:47:37;Phone;Issue not solved;1
7977;45326;2025-08-23 11:37:29;Phone;Ticket taking too long;1
7978;45334;2025-08-22 15:10:23;Phone;No update provided;1
7979;45338;2025-08-21 20:27:29;Portal;No update provided;1
7980;45350;2025-08-22 06:33:16;Phone;Ticket taking too long;1
7981;45370;2025-08-22 06:09:35;Email;Service still unavailable;1
7982;45379;2025-08-22 00:44:11;Phone;Ticket taking too long;1
7983;45382;2025-08-21 16:55:37;Email;Ticket taking too long;1
7984;45388;2025-08-23 22:07:07;Email;No update provided;1
7985;45389;2025-08-21 17:56:22;Email;Issue not solved;1
7986;45406;2025-08-23 18:42:30;Email;Ticket taking too long;1
7987;45408;2025-08-22 19:34:20;Phone;Ticket taking too long;1
7988;45424;2025-08-22 20:21:39;Phone;Issue not solved;1
7989;45449;2025-08-22 22:26:23;Phone;Ticket taking too long;1
7990;45463;2025-08-23 14:04:02;Portal;Issue not solved;1
7991;45482;2025-08-24 00:30:31;Email;No update provided;1
7992;45484;2025-08-24 11:20:24;Email;Ticket taking too long;1
7993;45487;2025-08-23 13:00:27;Portal;Ticket taking too long;1
7994;45495;2025-08-25 10:49:01;Email;Issue not solved;1
7995;45495;2025-08-23 12:40:01;Phone;Urgency increased by user;2
7996;45501;2025-08-22 21:08:58;Portal;Service still unavailable;1
7997;45504;2025-08-23 14:25:20;Phone;Ticket taking too long;1
7998;45537;2025-08-22 15:11:43;Email;Service still unavailable;1
7999;45537;2025-08-22 16:19:43;Email;Ticket taking too long;2
8000;45548;2025-08-22 22:12:52;Phone;Service still unavailable;1
8001;45553;2025-08-23 08:01:43;Email;Urgency increased by user;1
8002;45554;2025-08-23 20:34:57;Email;Service still unavailable;1
8003;45557;2025-08-23 03:27:31;Portal;No update provided;1
8004;45558;2025-08-22 12:05:56;Portal;Urgency increased by user;1
8005;45566;2025-08-22 10:34:20;Email;Service still unavailable;1
8006;45566;2025-08-23 02:10:20;Email;Service still unavailable;2
8007;45566;2025-08-24 05:52:20;Email;Service still unavailable;3
8008;45571;2025-08-23 21:21:08;Email;No update provided;1
8009;45571;2025-08-24 00:37:08;Email;No update provided;2
8010;45574;2025-08-22 20:47:18;Email;No update provided;1
8011;45575;2025-08-22 17:24:12;Portal;Urgency increased by user;1
8012;45575;2025-08-22 19:55:12;Portal;Issue not solved;2
8013;45575;2025-08-23 04:02:12;Email;Ticket taking too long;3
8014;45584;2025-08-22 21:21:17;Portal;Service still unavailable;1
8015;45584;2025-08-22 20:31:17;Phone;Issue not solved;2
8016;45592;2025-08-23 22:25:04;Phone;Ticket taking too long;1
8017;45592;2025-08-23 04:24:04;Phone;Ticket taking too long;2
8018;45595;2025-08-24 07:14:05;Email;Urgency increased by user;1
8019;45598;2025-08-23 03:33:48;Portal;Service still unavailable;1
8020;45598;2025-08-22 23:11:48;Portal;Ticket taking too long;2
8021;45603;2025-08-23 06:26:26;Phone;Service still unavailable;1
8022;45624;2025-08-25 20:21:32;Portal;No update provided;1
8023;45624;2025-08-24 23:44:32;Portal;No update provided;2
8024;45624;2025-08-24 20:01:32;Portal;Issue not solved;3
8025;45632;2025-08-25 08:48:58;Email;Issue not solved;1
8026;45639;2025-08-24 06:03:02;Phone;Issue not solved;1
8027;45653;2025-08-25 03:49:32;Email;Ticket taking too long;1
8028;45656;2025-08-23 17:32:26;Portal;No update provided;1
8029;45659;2025-08-24 08:02:38;Portal;Ticket taking too long;1
8030;45660;2025-08-23 14:01:48;Portal;Service still unavailable;1
8031;45660;2025-08-23 12:00:48;Portal;Ticket taking too long;2
8032;45673;2025-08-24 08:21:30;Phone;No update provided;1
8033;45673;2025-08-24 08:01:30;Phone;Urgency increased by user;2
8034;45673;2025-08-24 05:25:30;Phone;Issue not solved;3
8035;45694;2025-08-23 15:35:40;Portal;Issue not solved;1
8036;45696;2025-08-26 12:06:37;Phone;Urgency increased by user;1
8037;45696;2025-08-24 10:23:37;Phone;Service still unavailable;2
8038;45703;2025-08-23 15:53:46;Portal;Service still unavailable;1
8039;45724;2025-08-23 12:21:52;Email;Ticket taking too long;1
8040;45755;2025-08-23 14:03:00;Portal;No update provided;1
8041;45755;2025-08-23 13:56:00;Portal;Service still unavailable;2
8042;45757;2025-08-25 11:23:35;Portal;Urgency increased by user;1
8043;45761;2025-08-23 22:42:18;Portal;Urgency increased by user;1
8044;45783;2025-08-23 17:10:23;Email;Urgency increased by user;1
8045;45785;2025-08-25 00:44:45;Phone;No update provided;1
8046;45796;2025-08-24 05:04:12;Phone;Ticket taking too long;1
8047;45802;2025-08-26 07:56:41;Email;Issue not solved;1
8048;45826;2025-08-25 00:30:55;Phone;No update provided;1
8049;45835;2025-08-24 23:20:21;Portal;Issue not solved;1
8050;45843;2025-08-25 07:32:52;Portal;Issue not solved;1
8051;45843;2025-08-25 02:06:52;Email;Issue not solved;2
8052;45853;2025-08-26 08:38:52;Phone;Issue not solved;1
8053;45854;2025-08-24 23:20:45;Email;Ticket taking too long;1
8054;45859;2025-08-25 13:51:35;Portal;Service still unavailable;1
8055;45864;2025-08-27 00:01:38;Portal;Urgency increased by user;1
8056;45866;2025-08-24 15:13:31;Portal;Urgency increased by user;1
8057;45868;2025-08-26 04:03:36;Phone;Service still unavailable;1
8058;45868;2025-08-26 08:19:36;Portal;Urgency increased by user;2
8059;45876;2025-08-25 02:07:28;Portal;Issue not solved;1
8060;45876;2025-08-26 04:49:28;Phone;Service still unavailable;2
8061;45876;2025-08-25 06:27:28;Phone;No update provided;3
8062;45887;2025-08-25 16:01:41;Email;Service still unavailable;1
8063;45899;2025-08-26 23:44:41;Portal;Issue not solved;1
8064;45917;2025-08-25 04:21:55;Portal;Ticket taking too long;1
8065;45919;2025-08-25 22:10:58;Phone;Issue not solved;1
8066;45928;2025-08-25 09:10:41;Phone;No update provided;1
8067;45935;2025-08-24 18:26:11;Phone;Issue not solved;1
8068;45936;2025-08-26 09:47:53;Portal;Service still unavailable;1
8069;45952;2025-08-25 18:12:33;Portal;Urgency increased by user;1
8070;45952;2025-08-25 19:22:33;Phone;No update provided;2
8071;45954;2025-08-24 11:30:57;Email;Ticket taking too long;1
8072;45978;2025-08-27 10:50:56;Phone;Urgency increased by user;1
8073;45983;2025-08-26 07:51:22;Phone;Service still unavailable;1
8074;45985;2025-08-26 19:41:43;Email;Ticket taking too long;1
8075;45988;2025-08-26 10:29:01;Email;Ticket taking too long;1
8076;45992;2025-08-27 22:50:34;Portal;No update provided;1
8077;45992;2025-08-29 05:43:34;Email;Issue not solved;2
8078;45998;2025-08-27 10:49:55;Phone;Urgency increased by user;1
8079;45998;2025-08-26 21:27:55;Email;Issue not solved;2
8080;45998;2025-08-27 19:36:55;Email;Issue not solved;3
8081;45999;2025-08-27 20:16:46;Phone;Issue not solved;1
8082;45999;2025-08-26 08:42:46;Phone;Issue not solved;2
8083;45999;2025-08-25 19:48:46;Portal;Urgency increased by user;3
8084;46003;2025-08-27 12:24:22;Email;Issue not solved;1
8085;46006;2025-08-25 11:23:48;Portal;Urgency increased by user;1
8086;46006;2025-08-25 22:05:48;Portal;Ticket taking too long;2
8087;46012;2025-08-26 08:01:58;Portal;Urgency increased by user;1
8088;46012;2025-08-26 09:12:58;Portal;Ticket taking too long;2
8089;46012;2025-08-26 13:18:58;Email;No update provided;3
8090;46017;2025-08-25 17:07:32;Phone;Issue not solved;1
8091;46017;2025-08-26 07:11:32;Email;Urgency increased by user;2
8092;46026;2025-08-27 06:49:25;Portal;Issue not solved;1
8093;46029;2025-08-25 17:52:28;Portal;No update provided;1
8094;46031;2025-08-27 21:40:32;Portal;No update provided;1
8095;46031;2025-08-26 13:56:32;Email;Urgency increased by user;2
8096;46031;2025-08-25 22:18:32;Email;Urgency increased by user;3
8097;46056;2025-08-28 07:12:23;Portal;Urgency increased by user;1
8098;46056;2025-08-27 08:30:23;Phone;Service still unavailable;2
8099;46056;2025-08-28 01:31:23;Email;Ticket taking too long;3
8100;46086;2025-08-25 13:56:10;Portal;No update provided;1
8101;46086;2025-08-25 12:16:10;Portal;Urgency increased by user;2
8102;46086;2025-08-25 12:16:10;Phone;Service still unavailable;3
8103;46087;2025-08-25 14:29:24;Portal;Ticket taking too long;1
8104;46087;2025-08-25 13:41:24;Phone;Urgency increased by user;2
8105;46089;2025-08-25 14:39:07;Phone;Service still unavailable;1
8106;46089;2025-08-25 20:05:07;Phone;Ticket taking too long;2
8107;46092;2025-08-27 14:10:56;Phone;Urgency increased by user;1
8108;46102;2025-08-25 21:27:23;Email;Ticket taking too long;1
8109;46106;2025-08-27 21:09:36;Phone;Service still unavailable;1
8110;46113;2025-08-26 08:42:35;Email;Issue not solved;1
8111;46116;2025-08-25 12:00:23;Email;Ticket taking too long;1
8112;46124;2025-08-25 16:43:35;Phone;Urgency increased by user;1
8113;46144;2025-08-25 12:38:40;Portal;Urgency increased by user;1
8114;46144;2025-08-25 12:30:40;Email;Urgency increased by user;2
8115;46199;2025-08-26 08:37:28;Email;Ticket taking too long;1
8116;46199;2025-08-26 10:02:28;Portal;Issue not solved;2
8117;46202;2025-08-27 00:47:54;Portal;Ticket taking too long;1
8118;46202;2025-08-26 19:57:54;Email;Urgency increased by user;2
8119;46210;2025-08-26 20:54:31;Portal;Service still unavailable;1
8120;46222;2025-08-27 18:25:00;Portal;Issue not solved;1
8121;46222;2025-08-27 11:30:00;Email;Issue not solved;2
8122;46243;2025-08-26 22:08:25;Portal;Service still unavailable;1
8123;46243;2025-08-26 16:25:25;Email;Service still unavailable;2
8124;46243;2025-08-27 09:50:25;Phone;No update provided;3
8125;46254;2025-08-27 09:40:58;Portal;Urgency increased by user;1
8126;46260;2025-08-26 19:34:51;Email;Issue not solved;1
8127;46260;2025-08-28 13:38:51;Phone;Service still unavailable;2
8128;46272;2025-08-26 16:07:51;Phone;Ticket taking too long;1
8129;46282;2025-08-26 14:32:04;Email;Service still unavailable;1
8130;46307;2025-08-27 04:44:38;Portal;Ticket taking too long;1
8131;46319;2025-08-26 15:11:07;Portal;Service still unavailable;1
8132;46319;2025-08-27 06:15:07;Email;Service still unavailable;2
8133;46321;2025-08-27 17:06:09;Phone;Ticket taking too long;1
8134;46332;2025-08-26 18:40:35;Email;Urgency increased by user;1
8135;46340;2025-08-27 11:46:10;Email;Service still unavailable;1
8136;46340;2025-08-26 23:31:10;Portal;Urgency increased by user;2
8137;46340;2025-08-27 11:46:10;Email;Ticket taking too long;3
8138;46347;2025-08-27 18:15:52;Email;Urgency increased by user;1
8139;46351;2025-08-28 23:32:27;Email;No update provided;1
8140;46353;2025-08-28 20:33:05;Phone;Issue not solved;1
8141;46369;2025-08-29 20:17:19;Phone;Issue not solved;1
8142;46381;2025-08-28 02:54:44;Phone;Service still unavailable;1
8143;46387;2025-08-27 17:38:08;Portal;Ticket taking too long;1
8144;46387;2025-08-27 16:04:08;Phone;Urgency increased by user;2
8145;46397;2025-08-27 11:00:50;Email;No update provided;1
8146;46403;2025-08-29 04:31:04;Portal;Urgency increased by user;1
8147;46403;2025-08-29 05:54:04;Portal;Urgency increased by user;2
8148;46406;2025-08-27 15:16:05;Phone;No update provided;1
8149;46412;2025-08-28 04:11:29;Portal;Service still unavailable;1
8150;46414;2025-08-29 10:21:32;Phone;Service still unavailable;1
8151;46423;2025-08-29 17:36:48;Phone;No update provided;1
8152;46423;2025-08-28 22:03:48;Phone;Service still unavailable;2
8153;46424;2025-08-28 06:19:28;Phone;No update provided;1
8154;46434;2025-08-27 10:39:10;Portal;Ticket taking too long;1
8155;46434;2025-08-28 15:22:10;Email;Issue not solved;2
8156;46436;2025-08-29 04:07:13;Phone;Urgency increased by user;1
8157;46438;2025-08-28 12:06:02;Email;No update provided;1
8158;46438;2025-08-28 20:27:02;Phone;Ticket taking too long;2
